From,To,Relationship
OR_K2_D398,P_a_K2_D398,Gồm
OR_K2_D398,P_b_K2_D398,Gồm
OR_K2_D398,P_c_K2_D398,Gồm
OR_K2_D398,P_d_K2_D398,Gồm
OR_K2_D398,P_dd_K2_D398,Gồm
OR_K2_D398,HP_K2_D398,Áp dụng
D399,K1_D399,Gồm
K1_D399,HV_K1_D399,Quy định
K1_D399,HP_K1_D399,Áp dụng
D399,K2_D399,Gồm
K2_D399,OR_K2_D399,Cần điều kiện
OR_K2_D399,P_a_K2_D399,Gồm
OR_K2_D399,P_b_K2_D399,Gồm
OR_K2_D399,P_c_K2_D399,Gồm
OR_K2_D399,P_d_K2_D399,Gồm
OR_K2_D399,P_dd_K2_D399,Gồm
OR_K2_D399,HP_K2_D399,Áp dụng
D399,K3_D399,Gồm
K3_D399,OR_K3_D399,Cần điều kiện
OR_K3_D399,P_a_K3_D399,Gồm
OR_K3_D399,P_b_K3_D399,Gồm
OR_K3_D399,HP_K3_D399,Áp dụng
D400,K1_D400,Gồm
K1_D400,HV_K1_D400,Quy định
K1_D400,HP_K1_D400,Áp dụng
D400,K2_D400,Gồm
K2_D400,OR_K2_D400,Cần điều kiện
OR_K2_D400,P_a_K2_D400,Gồm
OR_K2_D400,P_b_K2_D400,Gồm
OR_K2_D400,P_c_K2_D400,Gồm
OR_K2_D400,P_d_K2_D400,Gồm
OR_K2_D400,HP_K2_D400,Áp dụng
D400,K3_D400,Gồm
K3_D400,OR_K3_D400,Cần điều kiện
OR_K3_D400,P_a_K3_D400,Gồm
OR_K3_D400,P_b_K3_D400,Gồm
OR_K3_D400,HP_K3_D400,Áp dụng
D401,K1_D401,Gồm
K1_D401,HV_K1_D401,Quy định
K1_D401,HP_K1_D401,Áp dụng
D401,K2_D401,Gồm
K2_D401,OR_K2_D401,Cần điều kiện
OR_K2_D401,P_a_K2_D401,Gồm
OR_K2_D401,P_b_K2_D401,Gồm
OR_K2_D401,P_c_K2_D401,Gồm
OR_K2_D401,P_d_K2_D401,Gồm
OR_K2_D401,HP_K2_D401,Áp dụng
D401,K3_D401,Gồm
K3_D401,HV_K3_D401,Quy định
K3_D401,HP_K3_D401,Áp dụng
D402,K1_D402,Gồm
K1_D402,HV_K1_D402,Quy định
K1_D402,HP_K1_D402,Áp dụng
D402,K2_D402,Gồm
K2_D402,OR_K2_D402,Cần điều kiện
OR_K2_D402,P_a_K2_D402,Gồm
OR_K2_D402,P_b_K2_D402,Gồm
OR_K2_D402,P_c_K2_D402,Gồm
OR_K2_D402,P_d_K2_D402,Gồm
OR_K2_D402,HP_K2_D402,Áp dụng
D402,K3_D402,Gồm
K3_D402,OR_K3_D402,Cần điều kiện
OR_K3_D402,P_a_K3_D402,Gồm
OR_K3_D402,P_b_K3_D402,Gồm
OR_K3_D402,P_c_K3_D402,Gồm
OR_K3_D402,P_d_K3_D402,Gồm
OR_K3_D402,P_dd_K3_D402,Gồm
OR_K3_D402,HP_K3_D402,Áp dụng
D403,K1_D403,Gồm
K1_D403,HV_K1_D403,Quy định
K1_D403,HP_K1_D403,Áp dụng
D403,K2_D403,Gồm
K2_D403,OR_K2_D403,Cần điều kiện
OR_K2_D403,P_a_K2_D403,Gồm
OR_K2_D403,P_b_K2_D403,Gồm
OR_K2_D403,P_c_K2_D403,Gồm
OR_K2_D403,P_d_K2_D403,Gồm
OR_K2_D403,P_dd_K2_D403,Gồm
OR_K2_D403,P_e_K2_D403,Gồm
OR_K2_D403,HP_K2_D403,Áp dụng
D403,K3_D403,Gồm
K3_D403,HV_K3_D403,Quy định
K3_D403,HP_K3_D403,Áp dụng
CH25,D404,Gồm
CH25,D405,Gồm
CH25,D406,Gồm
CH25,D407,Gồm
CH25,D408,Gồm
CH25,D409,Gồm
CH25,D410,Gồm
CH25,D411,Gồm
CH25,D412,Gồm
CH25,D413,Gồm
CH25,D414,Gồm
CH25,D415,Gồm
CH25,D416,Gồm
CH25,D417,Gồm
CH25,D418,Gồm
CH25,D419,Gồm
CH25,D420,Gồm
D404,K1_D404,Gồm
K1_D404,HV_K1_D404,Quy định
K1_D404,HP_K1_D404,Áp dụng
D404,K2_D404,Gồm
K2_D404,OR_K2_D404,Cần điều kiện
OR_K2_D404,P_a_K2_D404,Gồm
OR_K2_D404,P_b_K2_D404,Gồm
OR_K2_D404,P_c_K2_D404,Gồm
OR_K2_D404,P_d_K2_D404,Gồm
OR_K2_D404,HP_K2_D404,Áp dụng
D405,K1_D405,Gồm
K1_D405,HV_K1_D405,Quy định
K1_D405,HP_K1_D405,Áp dụng
D405,K2_D405,Gồm
K2_D405,OR_K2_D405,Cần điều kiện
OR_K2_D405,P_a_K2_D405,Gồm
OR_K2_D405,P_b_K2_D405,Gồm
OR_K2_D405,P_c_K2_D405,Gồm
OR_K2_D405,P_d_K2_D405,Gồm
OR_K2_D405,HP_K2_D405,Áp dụng
D406,K1_D406,Gồm
K1_D406,HV_K1_D406,Quy định
K1_D406,HP_K1_D406,Áp dụng
D406,K2_D406,Gồm
K2_D406,OR_K2_D406,Cần điều kiện
OR_K2_D406,P_a_K2_D406,Gồm
OR_K2_D406,P_b_K2_D406,Gồm
OR_K2_D406,P_c_K2_D406,Gồm
OR_K2_D406,P_d_K2_D406,Gồm
OR_K2_D406,HP_K2_D406,Áp dụng
D407,K1_D407,Gồm
K1_D407,HV_K1_D407,Quy định
K1_D407,HP_K1_D407,Áp dụng
D407,K2_D407,Gồm
K2_D407,OR_K2_D407,Cần điều kiện
OR_K2_D407,P_a_K2_D407,Gồm
OR_K2_D407,P_b_K2_D407,Gồm
OR_K2_D407,P_c_K2_D407,Gồm
OR_K2_D407,P_d_K2_D407,Gồm
OR_K2_D407,HP_K2_D407,Áp dụng
D408,K1_D408,Gồm
K1_D408,HV_K1_D408,Quy định
K1_D408,HP_K1_D408,Áp dụng
D408,K2_D408,Gồm
K2_D408,OR_K2_D408,Cần điều kiện
OR_K2_D408,P_a_K2_D408,Gồm
OR_K2_D408,P_b_K2_D408,Gồm
OR_K2_D408,P_c_K2_D408,Gồm
OR_K2_D408,P_d_K2_D408,Gồm
OR_K2_D408,HP_K2_D408,Áp dụng
D409,K1_D409,Gồm
K1_D409,HV_K1_D409,Quy định
K1_D409,HP_K1_D409,Áp dụng
D409,K2_D409,Gồm
K2_D409,OR_K2_D409,Cần điều kiện
OR_K2_D409,P_a_K2_D409,Gồm
OR_K2_D409,P_b_K2_D409,Gồm
OR_K2_D409,P_c_K2_D409,Gồm
OR_K2_D409,P_d_K2_D409,Gồm
OR_K2_D409,P_dd_K2_D409,Gồm
OR_K2_D409,HP_K2_D409,Áp dụng
D410,K1_D410,Gồm
K1_D410,HV_K1_D410,Quy định
K1_D410,OR_K1_D410,Cần điều kiện
OR_K1_D410,P_a_K1_D410,Gồm
OR_K1_D410,P_b_K1_D410,Gồm
OR_K1_D410,P_c_K1_D410,Gồm
OR_K1_D410,P_d_K1_D410,Gồm
OR_K1_D410,HP_K1_D410,Áp dụng
D410,K2_D410,Gồm
K2_D410,OR_K2_D410,Cần điều kiện
OR_K2_D410,P_a_K2_D410,Gồm
OR_K2_D410,P_b_K2_D410,Gồm
OR_K2_D410,P_c_K2_D410,Gồm
OR_K2_D410,P_d_K2_D410,Gồm
OR_K2_D410,P_dd_K2_D410,Gồm
OR_K2_D410,P_e_K2_D410,Gồm
OR_K2_D410,P_g_K2_D410,Gồm
OR_K2_D410,HP_K2_D410,Áp dụng
D411,K1_D411,Gồm
K1_D411,HV_K1_D411,Quy định
K1_D411,HP_K1_D411,Áp dụng
D411,K2_D411,Gồm
K2_D411,HV_K2_D411,Quy định
K2_D411,HP_K2_D411,Áp dụng
D412,K1_D412,Gồm
K1_D412,HV_K1_D412,Quy định
K1_D412,HP_K1_D412,Áp dụng
D412,K2_D412,Gồm
K2_D412,OR_K2_D412,Cần điều kiện
OR_K2_D412,P_a_K2_D412,Gồm
OR_K2_D412,P_b_K2_D412,Gồm
OR_K2_D412,P_c_K2_D412,Gồm
OR_K2_D412,HP_K2_D412,Áp dụng
D413,K1_D413,Gồm
K1_D413,HV_K1_D413,Quy định
K1_D413,HP_K1_D413,Áp dụng
D413,K2_D413,Gồm
K2_D413,OR_K2_D413,Cần điều kiện
OR_K2_D413,P_a_K2_D413,Gồm
OR_K2_D413,P_b_K2_D413,Gồm
OR_K2_D413,P_c_K2_D413,Gồm
OR_K2_D413,P_d_K2_D413,Gồm
OR_K2_D413,HP_K2_D413,Áp dụng
D413,K3_D413,Gồm
K3_D413,HV_K3_D413,Quy định
K3_D413,HP_K3_D413,Áp dụng
D414,K1_D414,Gồm
K1_D414,HV_K1_D414,Quy định
K1_D414,HP_K1_D414,Áp dụng
D414,K2_D414,Gồm
K2_D414,HV_K2_D414,Quy định
K2_D414,HP_K2_D414,Áp dụng
D415,K1_D415,Gồm
K1_D415,HV_K1_D415,Quy định
K1_D415,HP_K1_D415,Áp dụng
D415,K2_D415,Gồm
K2_D415,OR_K2_D415,Cần điều kiện
OR_K2_D415,P_a_K2_D415,Gồm
OR_K2_D415,P_b_K2_D415,Gồm
OR_K2_D415,P_c_K2_D415,Gồm
OR_K2_D415,P_d_K2_D415,Gồm
OR_K2_D415,P_dd_K2_D415,Gồm
OR_K2_D415,HP_K2_D415,Áp dụng
D416,K1_D416,Gồm
K1_D416,HV_K1_D416,Quy định
K1_D416,HP_K1_D416,Áp dụng
D416,K2_D416,Gồm
K2_D416,HV_K2_D416,Quy định
K2_D416,HP_K2_D416,Áp dụng
D417,K1_D417,Gồm
K1_D417,HV_K1_D417,Quy định
K1_D417,HP_K1_D417,Áp dụng
D417,K2_D417,Gồm
K2_D417,OR_K2_D417,Cần điều kiện
OR_K2_D417,P_a_K2_D417,Gồm
OR_K2_D417,P_b_K2_D417,Gồm
OR_K2_D417,HP_K2_D417,Áp dụng
D418,K1_D418,Gồm
K1_D418,HV_K1_D418,Quy định
K1_D418,HP_K1_D418,Áp dụng
D418,K2_D418,Gồm
K2_D418,OR_K2_D418,Cần điều kiện
OR_K2_D418,P_a_K2_D418,Gồm
OR_K2_D418,P_b_K2_D418,Gồm
OR_K2_D418,HP_K2_D418,Áp dụng
D419,K1_D419,Gồm
K1_D419,HV_K1_D419,Quy định
K1_D419,HP_K1_D419,Áp dụng
D419,K2_D419,Gồm
K2_D419,OR_K2_D419,Cần điều kiện
OR_K2_D419,P_a_K2_D419,Gồm
OR_K2_D419,P_b_K2_D419,Gồm
OR_K2_D419,P_c_K2_D419,Gồm
OR_K2_D419,P_d_K2_D419,Gồm
OR_K2_D419,P_dd_K2_D419,Gồm
OR_K2_D419,HP_K2_D419,Áp dụng
D419,K3_D419,Gồm
K3_D419,OR_K3_D419,Cần điều kiện
OR_K3_D419,P_a_K3_D419,Gồm
OR_K3_D419,P_b_K3_D419,Gồm
OR_K3_D419,P_c_K3_D419,Gồm
OR_K3_D419,HP_K3_D419,Áp dụng
D420,K1_D420,Gồm
K1_D420,HV_K1_D420,Quy định
K1_D420,HP_K1_D420,Áp dụng
