From,To,Relationship
NL_OR_K1_D249,P1e_D249,Gồm
NL_OR_K1_D249,P1g_D249,Gồm
NL_OR_K1_D249,P1h_D249,Gồm
NL_OR_K1_D249,P1i_D249,Gồm
NL_OR_K1_D249,HP_K1_D249,Áp dụng
D249,K2_D249,Gồm
K2_D249,HV_K2_D249,Quy định
K2_D249,NL_OR_K2_D249,Cần điều kiện
NL_OR_K2_D249,P2a_D249,Gồm
NL_OR_K2_D249,P2b_D249,Gồm
NL_OR_K2_D249,P2c_D249,Gồm
NL_OR_K2_D249,P2d_D249,Gồm
NL_OR_K2_D249,P2dd_D249,Gồm
NL_OR_K2_D249,P2e_D249,Gồm
NL_OR_K2_D249,P2g_D249,Gồm
NL_OR_K2_D249,P2h_D249,Gồm
NL_OR_K2_D249,P2i_D249,Gồm
NL_OR_K2_D249,P2k_D249,Gồm
NL_OR_K2_D249,P2l_D249,Gồm
NL_OR_K2_D249,P2m_D249,Gồm
NL_OR_K2_D249,P2n_D249,Gồm
NL_OR_K2_D249,P2o_D249,Gồm
NL_OR_K2_D249,HP_K2_D249,Áp dụng
D249,K3_D249,Gồm
K3_D249,HV_K3_D249,Quy định
K3_D249,NL_OR_K3_D249,Cần điều kiện
NL_OR_K3_D249,P3a_D249,Gồm
NL_OR_K3_D249,P3b_D249,Gồm
NL_OR_K3_D249,P3c_D249,Gồm
NL_OR_K3_D249,P3d_D249,Gồm
NL_OR_K3_D249,P3dd_D249,Gồm
NL_OR_K3_D249,P3e_D249,Gồm
NL_OR_K3_D249,P3g_D249,Gồm
NL_OR_K3_D249,P3h_D249,Gồm
NL_OR_K3_D249,HP_K3_D249,Áp dụng
D249,K4_D249,Gồm
K4_D249,HV_K4_D249,Quy định
K4_D249,NL_OR_K4_D249,Cần điều kiện
NL_OR_K4_D249,P4a_D249,Gồm
NL_OR_K4_D249,P4b_D249,Gồm
NL_OR_K4_D249,P4c_D249,Gồm
NL_OR_K4_D249,P4d_D249,Gồm
NL_OR_K4_D249,P4dd_D249,Gồm
NL_OR_K4_D249,P4e_D249,Gồm
NL_OR_K4_D249,P4g_D249,Gồm
NL_OR_K4_D249,P4h_D249,Gồm
NL_OR_K4_D249,HP_K4_D249,Áp dụng
D249,K5_D249,Gồm
K5_D249,HV_K5_D249,Quy định
K5_D249,HP_K5_D249,Áp dụng
D250,K1_D250,Gồm
K1_D250,HV_K1_D250,Quy định
K1_D250,NL_OR_K1_D250,Cần điều kiện
NL_OR_K1_D250,P1a_D250,Gồm
NL_OR_K1_D250,P1b_D250,Gồm
NL_OR_K1_D250,P1c_D250,Gồm
NL_OR_K1_D250,P1d_D250,Gồm
NL_OR_K1_D250,P1dd_D250,Gồm
NL_OR_K1_D250,P1e_D250,Gồm
NL_OR_K1_D250,P1g_D250,Gồm
NL_OR_K1_D250,P1h_D250,Gồm
NL_OR_K1_D250,P1i_D250,Gồm
NL_OR_K1_D250,HP_K1_D250,Áp dụng
D250,K2_D250,Gồm
K2_D250,HV_K2_D250,Quy định
K2_D250,NL_OR_K2_D250,Cần điều kiện
NL_OR_K2_D250,P2a_D250,Gồm
NL_OR_K2_D250,P2b_D250,Gồm
NL_OR_K2_D250,P2c_D250,Gồm
NL_OR_K2_D250,P2d_D250,Gồm
NL_OR_K2_D250,P2dd_D250,Gồm
NL_OR_K2_D250,P2e_D250,Gồm
NL_OR_K2_D250,P2g_D250,Gồm
NL_OR_K2_D250,P2h_D250,Gồm
NL_OR_K2_D250,P2i_D250,Gồm
NL_OR_K2_D250,P2k_D250,Gồm
NL_OR_K2_D250,P2l_D250,Gồm
NL_OR_K2_D250,P2m_D250,Gồm
NL_OR_K2_D250,P2n_D250,Gồm
NL_OR_K2_D250,P2o_D250,Gồm
NL_OR_K2_D250,P2p_D250,Gồm
NL_OR_K2_D250,HP_K2_D250,Áp dụng
D250,K3_D250,Gồm
K3_D250,HV_K3_D250,Quy định
K3_D250,NL_OR_K3_D250,Cần điều kiện
NL_OR_K3_D250,P3a_D250,Gồm
NL_OR_K3_D250,P3b_D250,Gồm
NL_OR_K3_D250,P3c_D250,Gồm
NL_OR_K3_D250,P3d_D250,Gồm
NL_OR_K3_D250,P3dd_D250,Gồm
NL_OR_K3_D250,P3e_D250,Gồm
NL_OR_K3_D250,P3g_D250,Gồm
NL_OR_K3_D250,P3h_D250,Gồm
NL_OR_K3_D250,HP_K3_D250,Áp dụng
D250,K4_D250,Gồm
K4_D250,HV_K4_D250,Quy định
K4_D250,NL_OR_K4_D250,Cần điều kiện
NL_OR_K4_D250,P4a_D250,Gồm
NL_OR_K4_D250,P4b_D250,Gồm
NL_OR_K4_D250,P4c_D250,Gồm
NL_OR_K4_D250,P4d_D250,Gồm
NL_OR_K4_D250,P4dd_D250,Gồm
NL_OR_K4_D250,P4e_D250,Gồm
NL_OR_K4_D250,P4g_D250,Gồm
NL_OR_K4_D250,P4h_D250,Gồm
NL_OR_K4_D250,HP_K4_D250,Áp dụng
D250,K5_D250,Gồm
K5_D250,HV_K5_D250,Quy định
K5_D250,HP_K5_D250,Áp dụng
CH20,D251,Gồm
CH20,D252,Gồm
D251,K1_D251,Gồm
K1_D251,HV_K1_D251,Quy định
K1_D251,HP_K1_D251,Áp dụng
D251,K2_D251,Gồm
K2_D251,HV_K2_D251,Quy định
K2_D251,NL_OR_K2_D251,Cần điều kiện
NL_OR_K2_D251,P2a_D251,Gồm
NL_OR_K2_D251,P2b_D251,Gồm
NL_OR_K2_D251,P2c_D251,Gồm
NL_OR_K2_D251,P2d_D251,Gồm
NL_OR_K2_D251,P2dd_D251,Gồm
NL_OR_K2_D251,P2e_D251,Gồm
NL_OR_K2_D251,P2g_D251,Gồm
NL_OR_K2_D251,P2h_D251,Gồm
NL_OR_K2_D251,P2i_D251,Gồm
NL_OR_K2_D251,P2k_D251,Gồm
NL_OR_K2_D251,P2l_D251,Gồm
NL_OR_K2_D251,P2m_D251,Gồm
NL_OR_K2_D251,P2n_D251,Gồm
NL_OR_K2_D251,P2o_D251,Gồm
NL_OR_K2_D251,P2p_D251,Gồm
NL_OR_K2_D251,P2q_D251,Gồm
NL_OR_K2_D251,HP_K2_D251,Áp dụng
D251,K3_D251,Gồm
K3_D251,HV_K3_D251,Quy định
K3_D251,NL_OR_K3_D251,Cần điều kiện
NL_OR_K3_D251,P3a_D251,Gồm
NL_OR_K3_D251,P3b_D251,Gồm
NL_OR_K3_D251,P3c_D251,Gồm
NL_OR_K3_D251,P3d_D251,Gồm
NL_OR_K3_D251,P3dd_D251,Gồm
NL_OR_K3_D251,P3e_D251,Gồm
NL_OR_K3_D251,P3g_D251,Gồm
NL_OR_K3_D251,P3h_D251,Gồm
NL_OR_K3_D251,HP_K3_D251,Áp dụng
D251,K4_D251,Gồm
K4_D251,HV_K4_D251,Quy định
K4_D251,NL_OR_K4_D251,Cần điều kiện
NL_OR_K4_D251,P4a_D251,Gồm
NL_OR_K4_D251,P4b_D251,Gồm
NL_OR_K4_D251,P4c_D251,Gồm
NL_OR_K4_D251,P4d_D251,Gồm
NL_OR_K4_D251,P4dd_D251,Gồm
NL_OR_K4_D251,P4e_D251,Gồm
NL_OR_K4_D251,P4g_D251,Gồm
NL_OR_K4_D251,P4h_D251,Gồm
NL_OR_K4_D251,HP_K4_D251,Áp dụng
D251,K5_D251,Gồm
K5_D251,HV_K5_D251,Quy định
K5_D251,NL_OR_K5_D251,Cần điều kiện
NL_OR_K5_D251,P5a_D251,Gồm
NL_OR_K5_D251,P5b_D251,Gồm
NL_OR_K5_D251,P5c_D251,Gồm
NL_OR_K5_D251,P5d_D251,Gồm
NL_OR_K5_D251,P5dd_D251,Gồm
NL_OR_K5_D251,P5e_D251,Gồm
NL_OR_K5_D251,P5g_D251,Gồm
NL_OR_K5_D251,P5h_D251,Gồm
NL_OR_K5_D251,HP_K5_D251,Áp dụng
D251,K6_D251,Gồm
K6_D251,HV_K6_D251,Quy định
K6_D251,HP_K6_D251,Áp dụng
D252,K1_D252,Gồm
K1_D252,HV_K1_D252,Quy định
K1_D252,NL_OR_K1_D252,Cần điều kiện
NL_OR_K1_D252,P1a_D252,Gồm
NL_OR_K1_D252,P1b_D252,Gồm
NL_OR_K1_D252,P1c_D252,Gồm
NL_OR_K1_D252,P1d_D252,Gồm
NL_OR_K1_D252,P1dd_D252,Gồm
NL_OR_K1_D252,P1e_D252,Gồm
NL_OR_K1_D252,P1g_D252,Gồm
NL_OR_K1_D252,P1h_D252,Gồm
NL_OR_K1_D252,P1i_D252,Gồm
NL_OR_K1_D252,HP_K1_D252,Áp dụng
D252,K2_D252,Gồm
K2_D252,HV_K2_D252,Quy định
K2_D252,NL_OR_K2_D252,Cần điều kiện
NL_OR_K2_D252,P2a_D252,Gồm
NL_OR_K2_D252,P2b_D252,Gồm
NL_OR_K2_D252,P2c_D252,Gồm
NL_OR_K2_D252,P2d_D252,Gồm
NL_OR_K2_D252,P2dd_D252,Gồm
NL_OR_K2_D252,P2e_D252,Gồm
NL_OR_K2_D252,P2g_D252,Gồm
NL_OR_K2_D252,P2h_D252,Gồm
NL_OR_K2_D252,P2i_D252,Gồm
NL_OR_K2_D252,P2k_D252,Gồm
NL_OR_K2_D252,P2l_D252,Gồm
NL_OR_K2_D252,P2m_D252,Gồm
NL_OR_K2_D252,P2n_D252,Gồm
NL_OR_K2_D252,P2o_D252,Gồm
NL_OR_K2_D252,HP_K2_D252,Áp dụng
D252,K3_D252,Gồm
K3_D252,HV_K3_D252,Quy định
K3_D252,NL_OR_K3_D252,Cần điều kiện
NL_OR_K3_D252,P3a_D252,Gồm
NL_OR_K3_D252,P3b_D252,Gồm
NL_OR_K3_D252,P3c_D252,Gồm
NL_OR_K3_D252,P3d_D252,Gồm
NL_OR_K3_D252,P3dd_D252,Gồm
NL_OR_K3_D252,P3e_D252,Gồm
NL_OR_K3_D252,P3g_D252,Gồm
NL_OR_K3_D252,P3h_D252,Gồm
NL_OR_K3_D252,HP_K3_D252,Áp dụng
D252,K4_D252,Gồm
K4_D252,HV_K4_D252,Quy định
K4_D252,NL_OR_K4_D252,Cần điều kiện
NL_OR_K4_D252,P4a_D252,Gồm
NL_OR_K4_D252,P4b_D252,Gồm
NL_OR_K4_D252,P4c_D252,Gồm
NL_OR_K4_D252,P4d_D252,Gồm
NL_OR_K4_D252,P4dd_D252,Gồm
NL_OR_K4_D252,P4e_D252,Gồm
NL_OR_K4_D252,P4g_D252,Gồm
NL_OR_K4_D252,P4h_D252,Gồm
NL_OR_K4_D252,HP_K4_D252,Áp dụng
D252,K5_D252,Gồm
K5_D252,HV_K5_D252,Quy định
K5_D252,HP_K5_D252,Áp dụng
CH20,D253,Gồm
CH20,D254,Gồm
CH20,D255,Gồm
CH20,D256,Gồm
CH20,D256a,Gồm
D253,K1_D253,Gồm
K1_D253,HV_K1_D253,Quy định
K1_D253,NL_OR_K1_D253,Cần điều kiện
NL_OR_K1_D253,P1a_D253,Gồm
NL_OR_K1_D253,P1b_D253,Gồm
NL_OR_K1_D253,P1c_D253,Gồm
NL_OR_K1_D253,HP_K1_D253,Áp dụng
D253,K2_D253,Gồm
K2_D253,HV_K2_D253,Quy định
K2_D253,NL_OR_K2_D253,Cần điều kiện
NL_OR_K2_D253,P2a_D253,Gồm
NL_OR_K2_D253,P2b_D253,Gồm
NL_OR_K2_D253,P2c_D253,Gồm
NL_OR_K2_D253,P2d_D253,Gồm
NL_OR_K2_D253,P2dd_D253,Gồm
NL_OR_K2_D253,P2e_D253,Gồm
NL_OR_K2_D253,P2g_D253,Gồm
NL_OR_K2_D253,P2h_D253,Gồm
NL_OR_K2_D253,P2i_D253,Gồm
NL_OR_K2_D253,HP_K2_D253,Áp dụng
D253,K3_D253,Gồm
K3_D253,HV_K3_D253,Quy định
K3_D253,NL_OR_K3_D253,Cần điều kiện
NL_OR_K3_D253,P3a_D253,Gồm
NL_OR_K3_D253,P3b_D253,Gồm
NL_OR_K3_D253,HP_K3_D253,Áp dụng
D253,K4_D253,Gồm
K4_D253,HV_K4_D253,Quy định
K4_D253,NL_OR_K4_D253,Cần điều kiện
NL_OR_K4_D253,P4a_D253,Gồm
NL_OR_K4_D253,P4b_D253,Gồm
NL_OR_K4_D253,HP_K4_D253,Áp dụng
D253,K5_D253,Gồm
K5_D253,HV_K5_D253,Quy định
K5_D253,HP_K5_D253,Áp dụng
D253,K6_D253,Gồm
K6_D253,HV_K6_D253,Quy định
K6_D253,HP_K6_D253,Áp dụng
D254,K1_D254,Gồm
K1_D254,HV_K1_D254,Quy định
K1_D254,NL_OR_K1_D254,Cần điều kiện
NL_OR_K1_D254,P1a_D254,Gồm
NL_OR_K1_D254,P1b_D254,Gồm
NL_OR_K1_D254,HP_K1_D254,Áp dụng
D254,K2_D254,Gồm
K2_D254,HV_K2_D254,Quy định
K2_D254,NL_OR_K2_D254,Cần điều kiện
NL_OR_K2_D254,P2a_D254,Gồm
NL_OR_K2_D254,P2b_D254,Gồm
NL_OR_K2_D254,P2c_D254,Gồm
NL_OR_K2_D254,P2d_D254,Gồm
NL_OR_K2_D254,P2dd_D254,Gồm
NL_OR_K2_D254,P2e_D254,Gồm
NL_OR_K2_D254,P2g_D254,Gồm
NL_OR_K2_D254,P2h_D254,Gồm
NL_OR_K2_D254,HP_K2_D254,Áp dụng
D254,K3_D254,Gồm
K3_D254,HV_K3_D254,Quy định
K3_D254,HP_K3_D254,Áp dụng
D255,K1_D255,Gồm
K1_D255,HV_K1_D255,Quy định
K1_D255,HP_K1_D255,Áp dụng
D255,K2_D255,Gồm
K2_D255,HV_K2_D255,Quy định
K2_D255,NL_OR_K2_D255,Cần điều kiện
NL_OR_K2_D255,P2a_D255,Gồm
NL_OR_K2_D255,P2b_D255,Gồm
NL_OR_K2_D255,P2c_D255,Gồm
NL_OR_K2_D255,P2d_D255,Gồm
NL_OR_K2_D255,P2dd_D255,Gồm
NL_OR_K2_D255,P2e_D255,Gồm
NL_OR_K2_D255,P2g_D255,Gồm
NL_OR_K2_D255,P2h_D255,Gồm
NL_OR_K2_D255,HP_K2_D255,Áp dụng
D255,K3_D255,Gồm
K3_D255,HV_K3_D255,Quy định
K3_D255,NL_OR_K3_D255,Cần điều kiện
NL_OR_K3_D255,P3a_D255,Gồm
NL_OR_K3_D255,P3b_D255,Gồm
NL_OR_K3_D255,P3c_D255,Gồm
NL_OR_K3_D255,P3d_D255,Gồm
NL_OR_K3_D255,HP_K3_D255,Áp dụng
D255,K4_D255,Gồm
K4_D255,HV_K4_D255,Quy định
K4_D255,NL_OR_K4_D255,Cần điều kiện
NL_OR_K4_D255,P4a_D255,Gồm
NL_OR_K4_D255,P4b_D255,Gồm
NL_OR_K4_D255,HP_K4_D255,Áp dụng
D255,K5_D255,Gồm
K5_D255,HV_K5_D255,Quy định
K5_D255,HP_K5_D255,Áp dụng
D256,K1_D256,Gồm
K1_D256,HV_K1_D256,Quy định
K1_D256,HP_K1_D256,Áp dụng
D256,K2_D256,Gồm
K2_D256,HV_K2_D256,Quy định
K2_D256,NL_OR_K2_D256,Cần điều kiện
NL_OR_K2_D256,P2a_D256,Gồm
NL_OR_K2_D256,P2b_D256,Gồm
NL_OR_K2_D256,P2c_D256,Gồm
NL_OR_K2_D256,P2d_D256,Gồm
NL_OR_K2_D256,P2dd_D256,Gồm
NL_OR_K2_D256,HP_K2_D256,Áp dụng
D256,K3_D256,Gồm
K3_D256,HV_K3_D256,Quy định
K3_D256,HP_K3_D256,Áp dụng
D256a,K1_D256a,Gồm
K1_D256a,HV_K1_D256a,Quy định
K1_D256a,NL_OR_K1_D256a,Cần điều kiện
NL_OR_K1_D256a,P1a_D256a,Gồm
NL_OR_K1_D256a,P1b_D256a,Gồm
NL_OR_K1_D256a,P1c_D256a,Gồm
NL_OR_K1_D256a,P1d_D256a,Gồm
NL_OR_K1_D256a,HP_K1_D256a,Áp dụng
D256a,K2_D256a,Gồm
K2_D256a,HV_K2_D256a,Quy định
K2_D256a,HP_K2_D256a,Áp dụng
CH20,D257,Gồm
CH20,D258,Gồm
CH20,D259,Gồm
D257,K1_D257,Gồm
K1_D257,HV_K1_D257,Quy định
K1_D257,HP_K1_D257,Áp dụng
D257,K2_D257,Gồm
K2_D257,HV_K2_D257,Quy định
K2_D257,NL_OR_K2_D257,Cần điều kiện
NL_OR_K2_D257,P2a_D257,Gồm
NL_OR_K2_D257,P2b_D257,Gồm
NL_OR_K2_D257,P2c_D257,Gồm
NL_OR_K2_D257,P2d_D257,Gồm
NL_OR_K2_D257,P2dd_D257,Gồm
NL_OR_K2_D257,P2e_D257,Gồm
NL_OR_K2_D257,P2g_D257,Gồm
NL_OR_K2_D257,P2h_D257,Gồm
NL_OR_K2_D257,P2i_D257,Gồm
NL_OR_K2_D257,P2k_D257,Gồm
NL_OR_K2_D257,HP_K2_D257,Áp dụng
D257,K3_D257,Gồm
K3_D257,HV_K3_D257,Quy định
K3_D257,NL_OR_K3_D257,Cần điều kiện
NL_OR_K3_D257,P3a_D257,Gồm
NL_OR_K3_D257,P3b_D257,Gồm
NL_OR_K3_D257,P3c_D257,Gồm
NL_OR_K3_D257,HP_K3_D257,Áp dụng
D257,K4_D257,Gồm
K4_D257,HV_K4_D257,Quy định
K4_D257,HP_K4_D257,Áp dụng
D257,K5_D257,Gồm
K5_D257,HV_K5_D257,Quy định
K5_D257,HP_K5_D257,Áp dụng
D258,K1_D258,Gồm
K1_D258,HV_K1_D258,Quy định
K1_D258,HP_K1_D258,Áp dụng
D258,K2_D258,Gồm
K2_D258,HV_K2_D258,Quy định
K2_D258,NL_OR_K2_D258,Cần điều kiện
NL_OR_K2_D258,P2a_D258,Gồm
NL_OR_K2_D258,P2b_D258,Gồm
NL_OR_K2_D258,P2c_D258,Gồm
NL_OR_K2_D258,P2d_D258,Gồm
NL_OR_K2_D258,P2dd_D258,Gồm
NL_OR_K2_D258,P2e_D258,Gồm
NL_OR_K2_D258,P2g_D258,Gồm
NL_OR_K2_D258,P2h_D258,Gồm
NL_OR_K2_D258,P2i_D258,Gồm
NL_OR_K2_D258,P2k_D258,Gồm
NL_OR_K2_D258,HP_K2_D258,Áp dụng
D258,K3_D258,Gồm
K3_D258,HV_K3_D258,Quy định
K3_D258,NL_OR_K3_D258,Cần điều kiện
NL_OR_K3_D258,P3a_D258,Gồm
NL_OR_K3_D258,P3b_D258,Gồm
NL_OR_K3_D258,P3c_D258,Gồm
NL_OR_K3_D258,HP_K3_D258,Áp dụng
D258,K4_D258,Gồm
K4_D258,HV_K4_D258,Quy định
K4_D258,HP_K4_D258,Áp dụng
D258,K5_D258,Gồm
K5_D258,HV_K5_D258,Quy định
K5_D258,HP_K5_D258,Áp dụng
D259,K1_D259,Gồm
K1_D259,HV_K1_D259,Quy định
K1_D259,NL_OR_K1_D259,Cần điều kiện
NL_OR_K1_D259,P1a_D259,Gồm
NL_OR_K1_D259,P1b_D259,Gồm
NL_OR_K1_D259,P1c_D259,Gồm
NL_OR_K1_D259,P1d_D259,Gồm
NL_OR_K1_D259,P1dd_D259,Gồm
NL_OR_K1_D259,P1e_D259,Gồm
NL_OR_K1_D259,HP_K1_D259,Áp dụng
D259,K2_D259,Gồm
K2_D259,HV_K2_D259,Quy định
K2_D259,NL_OR_K2_D259,Cần điều kiện
NL_OR_K2_D259,P2a_D259,Gồm
NL_OR_K2_D259,P2b_D259,Gồm
NL_OR_K2_D259,P2c_D259,Gồm
NL_OR_K2_D259,HP_K2_D259,Áp dụng
D259,K3_D259,Gồm
K3_D259,HV_K3_D259,Quy định
K3_D259,HP_K3_D259,Áp dụng
