From,To,Relationship
D341,K3_D341,Gồm
K3_D341,OR_K3_D341,Cần điều kiện
OR_K3_D341,P_a_K3_D341,Gồm
OR_K3_D341,P_b_K3_D341,Gồm
OR_K3_D341,P_c_K3_D341,Gồm
OR_K3_D341,HP_K3_D341,Áp dụng
D341,K4_D341,Gồm
K4_D341,HV_K4_D341,Quy định
K4_D341,HP_K4_D341,Áp dụng
D342,K1_D342,Gồm
K1_D342,HV_K1_D342,Quy định
K1_D342,HP_K1_D342,Áp dụng
D342,K2_D342,Gồm
K2_D342,OR_K2_D342,Cần điều kiện
OR_K2_D342,P_a_K2_D342,Gồm
OR_K2_D342,P_b_K2_D342,Gồm
OR_K2_D342,P_c_K2_D342,Gồm
OR_K2_D342,P_d_K2_D342,Gồm
OR_K2_D342,HP_K2_D342,Áp dụng
D342,K3_D342,Gồm
K3_D342,HV_K3_D342,Quy định
K3_D342,HP_K3_D342,Áp dụng
D343,K1_D343,Gồm
K1_D343,HV_K1_D343,Quy định
K1_D343,HP_K1_D343,Áp dụng
D343,K2_D343,Gồm
K2_D343,HV_K2_D343,Quy định
K2_D343,HP_K2_D343,Áp dụng
D344,K1_D344,Gồm
K1_D344,HV_K1_D344,Quy định
K1_D344,OR_K1_D344,Cần điều kiện
OR_K1_D344,P_a_K1_D344,Gồm
OR_K1_D344,P_b_K1_D344,Gồm
OR_K1_D344,P_c_K1_D344,Gồm
OR_K1_D344,HP_K1_D344,Áp dụng
D344,K2_D344,Gồm
K2_D344,OR_K2_D344,Cần điều kiện
OR_K2_D344,P_a_K2_D344,Gồm
OR_K2_D344,P_b_K2_D344,Gồm
OR_K2_D344,P_c_K2_D344,Gồm
OR_K2_D344,HP_K2_D344,Áp dụng
D344,K3_D344,Gồm
K3_D344,HV_K3_D344,Quy định
K3_D344,HP_K3_D344,Áp dụng
D345,K1_D345,Gồm
K1_D345,HV_K1_D345,Quy định
K1_D345,HP_K1_D345,Áp dụng
D345,K2_D345,Gồm
K2_D345,HV_K2_D345,Quy định
K2_D345,HP_K2_D345,Áp dụng
D346,K1_D346,Gồm
K1_D346,HV_K1_D346,Quy định
K1_D346,HP_K1_D346,Áp dụng
D346,K2_D346,Gồm
K2_D346,HV_K2_D346,Quy định
K2_D346,HP_K2_D346,Áp dụng
D346,K3_D346,Gồm
K3_D346,HV_K3_D346,Quy định
K3_D346,HP_K3_D346,Áp dụng
D347,K1_D347,Gồm
K1_D347,HV_K1_D347,Quy định
K1_D347,HP_K1_D347,Áp dụng
D348,K1_D348,Gồm
K1_D348,HV_K1_D348,Quy định
K1_D348,HP_K1_D348,Áp dụng
D348,K2_D348,Gồm
K2_D348,OR_K2_D348,Cần điều kiện
OR_K2_D348,P_a_K2_D348,Gồm
OR_K2_D348,P_b_K2_D348,Gồm
OR_K2_D348,P_c_K2_D348,Gồm
OR_K2_D348,P_d_K2_D348,Gồm
OR_K2_D348,P_dd_K2_D348,Gồm
OR_K2_D348,P_e_K2_D348,Gồm
OR_K2_D348,HP_K2_D348,Áp dụng
D348,K3_D348,Gồm
K3_D348,OR_K3_D348,Cần điều kiện
OR_K3_D348,P_a_K3_D348,Gồm
OR_K3_D348,P_b_K3_D348,Gồm
OR_K3_D348,P_c_K3_D348,Gồm
OR_K3_D348,HP_K3_D348,Áp dụng
D348,K4_D348,Gồm
K4_D348,HV_K4_D348,Quy định
K4_D348,HP_K4_D348,Áp dụng
D349,K1_D349,Gồm
K1_D349,HV_K1_D349,Quy định
K1_D349,HP_K1_D349,Áp dụng
D349,K2_D349,Gồm
K2_D349,OR_K2_D349,Cần điều kiện
OR_K2_D349,P_a_K2_D349,Gồm
OR_K2_D349,P_b_K2_D349,Gồm
OR_K2_D349,P_c_K2_D349,Gồm
OR_K2_D349,P_d_K2_D349,Gồm
OR_K2_D349,P_dd_K2_D349,Gồm
OR_K2_D349,P_e_K2_D349,Gồm
OR_K2_D349,HP_K2_D349,Áp dụng
D349,K3_D349,Gồm
K3_D349,OR_K3_D349,Cần điều kiện
OR_K3_D349,P_a_K3_D349,Gồm
OR_K3_D349,P_b_K3_D349,Gồm
OR_K3_D349,P_c_K3_D349,Gồm
OR_K3_D349,HP_K3_D349,Áp dụng
D349,K4_D349,Gồm
K4_D349,HV_K4_D349,Quy định
K4_D349,HP_K4_D349,Áp dụng
D350,K1_D350,Gồm
K1_D350,HV_K1_D350,Quy định
K1_D350,HP_K1_D350,Áp dụng
D350,K2_D350,Gồm
K2_D350,OR_K2_D350,Cần điều kiện
OR_K2_D350,P_a_K2_D350,Gồm
OR_K2_D350,P_b_K2_D350,Gồm
OR_K2_D350,P_c_K2_D350,Gồm
OR_K2_D350,P_d_K2_D350,Gồm
OR_K2_D350,P_dd_K2_D350,Gồm
OR_K2_D350,HP_K2_D350,Áp dụng
D350,K3_D350,Gồm
K3_D350,OR_K3_D350,Cần điều kiện
OR_K3_D350,P_a_K3_D350,Gồm
OR_K3_D350,P_b_K3_D350,Gồm
OR_K3_D350,HP_K3_D350,Áp dụng
D351,K1_D351,Gồm
K1_D351,HV_K1_D351,Quy định
K1_D351,HP_K1_D351,Áp dụng
