From,To,Relationship
OR_K3_D374,P_b_K3_D374,Gồm
OR_K3_D374,HP_K3_D374,Áp dụng
D374,K4_D374,Gồm
K4_D374,OR_K4_D374,Cần điều kiện
OR_K4_D374,P_a_K4_D374,Gồm
OR_K4_D374,P_b_K4_D374,Gồm
OR_K4_D374,P_c_K4_D374,Gồm
OR_K4_D374,HP_K4_D374,Áp dụng
D374,K5_D374,Gồm
K5_D374,HV_K5_D374,Quy định
K5_D374,HP_K5_D374,Áp dụng
D375,K1_D375,Gồm
K1_D375,HV_K1_D375,Quy định
K1_D375,HP_K1_D375,Áp dụng
D375,K2_D375,Gồm
K2_D375,OR_K2_D375,Cần điều kiện
OR_K2_D375,P_a_K2_D375,Gồm
OR_K2_D375,P_b_K2_D375,Gồm
OR_K2_D375,P_c_K2_D375,Gồm
OR_K2_D375,HP_K2_D375,Áp dụng
D375,K3_D375,Gồm
K3_D375,OR_K3_D375,Cần điều kiện
OR_K3_D375,P_a_K3_D375,Gồm
OR_K3_D375,P_b_K3_D375,Gồm
OR_K3_D375,P_c_K3_D375,Gồm
OR_K3_D375,HP_K3_D375,Áp dụng
D375,K4_D375,Gồm
K4_D375,HV_K4_D375,Quy định
K4_D375,HP_K4_D375,Áp dụng
CH24,D376,Gồm
CH24,D377,Gồm
CH24,D378,Gồm
CH24,D379,Gồm
CH24,D380,Gồm
D376,K1_D376,Gồm
K1_D376,HV_K1_D376,Quy định
K1_D376,OR_K1_D376,Cần điều kiện
OR_K1_D376,P_a_K1_D376,Gồm
OR_K1_D376,P_b_K1_D376,Gồm
OR_K1_D376,P_c_K1_D376,Gồm
OR_K1_D376,HP_K1_D376,Áp dụng
D376,K2_D376,Gồm
K2_D376,OR_K2_D376,Cần điều kiện
OR_K2_D376,P_a_K2_D376,Gồm
OR_K2_D376,P_b_K2_D376,Gồm
OR_K2_D376,P_c_K2_D376,Gồm
OR_K2_D376,P_d_K2_D376,Gồm
OR_K2_D376,P_dd_K2_D376,Gồm
OR_K2_D376,HP_K2_D376,Áp dụng
D376,K3_D376,Gồm
K3_D376,OR_K3_D376,Cần điều kiện
OR_K3_D376,P_a_K3_D376,Gồm
OR_K3_D376,P_b_K3_D376,Gồm
OR_K3_D376,P_c_K3_D376,Gồm
OR_K3_D376,HP_K3_D376,Áp dụng
D376,K4_D376,Gồm
K4_D376,HV_K4_D376,Quy định
K4_D376,HP_K4_D376,Áp dụng
D377,K1_D377,Gồm
K1_D377,HV_K1_D377,Quy định
K1_D377,OR_K1_D377,Cần điều kiện
OR_K1_D377,P_a_K1_D377,Gồm
OR_K1_D377,P_b_K1_D377,Gồm
OR_K1_D377,P_c_K1_D377,Gồm
OR_K1_D377,P_d_K1_D377,Gồm
OR_K1_D377,P_dd_K1_D377,Gồm
OR_K1_D377,HP_K1_D377,Áp dụng
D377,K2_D377,Gồm
K2_D377,OR_K2_D377,Cần điều kiện
OR_K2_D377,P_a_K2_D377,Gồm
OR_K2_D377,P_b_K2_D377,Gồm
OR_K2_D377,P_c_K2_D377,Gồm
OR_K2_D377,P_d_K2_D377,Gồm
OR_K2_D377,HP_K2_D377,Áp dụng
D377,K3_D377,Gồm
K3_D377,OR_K3_D377,Cần điều kiện
OR_K3_D377,P_a_K3_D377,Gồm
OR_K3_D377,P_b_K3_D377,Gồm
OR_K3_D377,P_c_K3_D377,Gồm
OR_K3_D377,P_d_K3_D377,Gồm
OR_K3_D377,HP_K3_D377,Áp dụng
D377,K4_D377,Gồm
K4_D377,HV_K4_D377,Quy định
K4_D377,HP_K4_D377,Áp dụng
D378,K1_D378,Gồm
K1_D378,HV_K1_D378,Quy định
K1_D378,HP_K1_D378,Áp dụng
D378,K2_D378,Gồm
K2_D378,OR_K2_D378,Cần điều kiện
OR_K2_D378,P_a_K2_D378,Gồm
OR_K2_D378,P_b_K2_D378,Gồm
OR_K2_D378,P_c_K2_D378,Gồm
OR_K2_D378,P_d_K2_D378,Gồm
OR_K2_D378,HP_K2_D378,Áp dụng
D378,K3_D378,Gồm
K3_D378,OR_K3_D378,Cần điều kiện
OR_K3_D378,P_a_K3_D378,Gồm
OR_K3_D378,P_b_K3_D378,Gồm
OR_K3_D378,HP_K3_D378,Áp dụng
D378,K4_D378,Gồm
K4_D378,HV_K4_D378,Quy định
K4_D378,HP_K4_D378,Áp dụng
D379,K1_D379,Gồm
K1_D379,HV_K1_D379,Quy định
K1_D379,OR_K1_D379,Cần điều kiện
OR_K1_D379,P_a_K1_D379,Gồm
OR_K1_D379,P_b_K1_D379,Gồm
OR_K1_D379,P_c_K1_D379,Gồm
OR_K1_D379,P_d_K1_D379,Gồm
OR_K1_D379,HP_K1_D379,Áp dụng
D379,K2_D379,Gồm
K2_D379,OR_K2_D379,Cần điều kiện
OR_K2_D379,P_a_K2_D379,Gồm
OR_K2_D379,P_b_K2_D379,Gồm
OR_K2_D379,P_c_K2_D379,Gồm
OR_K2_D379,HP_K2_D379,Áp dụng
D379,K3_D379,Gồm
K3_D379,OR_K3_D379,Cần điều kiện
OR_K3_D379,P_a_K3_D379,Gồm
OR_K3_D379,P_b_K3_D379,Gồm
OR_K3_D379,HP_K3_D379,Áp dụng
D379,K4_D379,Gồm
K4_D379,HV_K4_D379,Quy định
K4_D379,HP_K4_D379,Áp dụng
D380,K1_D380,Gồm
K1_D380,HV_K1_D380,Quy định
K1_D380,HP_K1_D380,Áp dụng
D380,K2_D380,Gồm
K2_D380,OR_K2_D380,Cần điều kiện
OR_K2_D380,P_a_K2_D380,Gồm
OR_K2_D380,P_b_K2_D380,Gồm
OR_K2_D380,P_c_K2_D380,Gồm
OR_K2_D380,HP_K2_D380,Áp dụng
D380,K3_D380,Gồm
K3_D380,HV_K3_D380,Quy định
K3_D380,HP_K3_D380,Áp dụng
CH24,D381,Gồm
CH24,D382,Gồm
CH24,D383,Gồm
CH24,D384,Gồm
CH24,D385,Gồm
CH24,D386,Gồm
CH24,D387,Gồm
CH24,D388,Gồm
D381,K1_D381,Gồm
K1_D381,HV_K1_D381,Quy định
K1_D381,OR_K1_D381,Cần điều kiện
OR_K1_D381,P_a_K1_D381,Gồm
OR_K1_D381,P_b_K1_D381,Gồm
OR_K1_D381,P_c_K1_D381,Gồm
OR_K1_D381,P_d_K1_D381,Gồm
OR_K1_D381,HP_K1_D381,Áp dụng
D381,K2_D381,Gồm
K2_D381,OR_K2_D381,Cần điều kiện
OR_K2_D381,P_a_K2_D381,Gồm
OR_K2_D381,P_b_K2_D381,Gồm
OR_K2_D381,P_c_K2_D381,Gồm
OR_K2_D381,P_d_K2_D381,Gồm
OR_K2_D381,HP_K2_D381,Áp dụng
D381,K3_D381,Gồm
K3_D381,HV_K3_D381,Quy định
K3_D381,HP_K3_D381,Áp dụng
D382,K1_D382,Gồm
K1_D382,HV_K1_D382,Quy định
K1_D382,HP_K1_D382,Áp dụng
D382,K2_D382,Gồm
K2_D382,OR_K2_D382,Cần điều kiện
OR_K2_D382,P_a_K2_D382,Gồm
OR_K2_D382,P_b_K2_D382,Gồm
OR_K2_D382,HP_K2_D382,Áp dụng
D382,K3_D382,Gồm
K3_D382,OR_K3_D382,Cần điều kiện
OR_K3_D382,P_a_K3_D382,Gồm
OR_K3_D382,P_b_K3_D382,Gồm
OR_K3_D382,HP_K3_D382,Áp dụng
D382,K4_D382,Gồm
K4_D382,HV_K4_D382,Quy định
K4_D382,HP_K4_D382,Áp dụng
D383,K1_D383,Gồm
K1_D383,HV_K1_D383,Quy định
K1_D383,HP_K1_D383,Áp dụng
D383,K2_D383,Gồm
K2_D383,HV_K2_D383,Quy định
K2_D383,HP_K2_D383,Áp dụng
D384,K1_D384,Gồm
K1_D384,HV_K1_D384,Quy định
K1_D384,HP_K1_D384,Áp dụng
D384,K2_D384,Gồm
K2_D384,OR_K2_D384,Cần điều kiện
OR_K2_D384,P_a_K2_D384,Gồm
OR_K2_D384,P_b_K2_D384,Gồm
OR_K2_D384,P_c_K2_D384,Gồm
OR_K2_D384,HP_K2_D384,Áp dụng
D385,K1_D385,Gồm
K1_D385,HV_K1_D385,Quy định
K1_D385,OR_K1_D385,Cần điều kiện
OR_K1_D385,P_a_K1_D385,Gồm
OR_K1_D385,P_b_K1_D385,Gồm
OR_K1_D385,HP_K1_D385,Áp dụng
D385,K2_D385,Gồm
K2_D385,OR_K2_D385,Cần điều kiện
OR_K2_D385,P_a_K2_D385,Gồm
OR_K2_D385,P_b_K2_D385,Gồm
OR_K2_D385,HP_K2_D385,Áp dụng
D385,K3_D385,Gồm
K3_D385,HV_K3_D385,Quy định
K3_D385,HP_K3_D385,Áp dụng
D386,K1_D386,Gồm
K1_D386,HV_K1_D386,Quy định
K1_D386,HP_K1_D386,Áp dụng
D386,K2_D386,Gồm
K2_D386,OR_K2_D386,Cần điều kiện
OR_K2_D386,P_a_K2_D386,Gồm
OR_K2_D386,P_b_K2_D386,Gồm
OR_K2_D386,HP_K2_D386,Áp dụng
D387,K1_D387,Gồm
K1_D387,HV_K1_D387,Quy định
K1_D387,HP_K1_D387,Áp dụng
D387,K2_D387,Gồm
K2_D387,OR_K2_D387,Cần điều kiện
OR_K2_D387,P_a_K2_D387,Gồm
OR_K2_D387,P_b_K2_D387,Gồm
OR_K2_D387,P_c_K2_D387,Gồm
OR_K2_D387,P_d_K2_D387,Gồm
OR_K2_D387,HP_K2_D387,Áp dụng
D387,K3_D387,Gồm
K3_D387,HV_K3_D387,Quy định
K3_D387,HP_K3_D387,Áp dụng
D388,K1_D388,Gồm
K1_D388,HV_K1_D388,Quy định
K1_D388,OR_K1_D388,Cần điều kiện
OR_K1_D388,P_a_K1_D388,Gồm
OR_K1_D388,P_b_K1_D388,Gồm
OR_K1_D388,HP_K1_D388,Áp dụng
D388,K2_D388,Gồm
K2_D388,OR_K2_D388,Cần điều kiện
OR_K2_D388,P_a_K2_D388,Gồm
OR_K2_D388,P_b_K2_D388,Gồm
OR_K2_D388,P_c_K2_D388,Gồm
OR_K2_D388,P_d_K2_D388,Gồm
OR_K2_D388,HP_K2_D388,Áp dụng
D388,K3_D388,Gồm
K3_D388,HV_K3_D388,Quy định
K3_D388,HP_K3_D388,Áp dụng
CH24,D390,Gồm
CH24,D391,Gồm
D390,K1_D390,Gồm
K1_D390,HV_K1_D390,Quy định
K1_D390,HP_K1_D390,Áp dụng
D390,K2_D390,Gồm
K2_D390,HV_K2_D390,Quy định
K2_D390,HP_K2_D390,Áp dụng
D391,K1_D391,Gồm
K1_D391,HV_K1_D391,Quy định
K1_D391,HP_K1_D391,Áp dụng
D391,K2_D391,Gồm
K2_D391,OR_K2_D391,Cần điều kiện
OR_K2_D391,P_a_K2_D391,Gồm
OR_K2_D391,P_b_K2_D391,Gồm
OR_K2_D391,HP_K2_D391,Áp dụng
