ID,Name,Label
HV1_261,"Đào, khoan, xẻ, san lấp trái phép, đặt chướng ngại vật... gây cản trở giao thông đường bộ gây thiệt hại",Hành vi chính
OR1_261,"Thuộc một trong các trường hợp Khoản 1 Điều 261",Node Logic OR
P1A_261,"Điểm a: Làm chết người",Điểm
P1B_261,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_261,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_261,"Điểm d: Gây thiệt hại tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
HP1_261,"Phạt tiền từ 30-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",Hình phạt
K2_261,"Khoản 2 Điều 261",Khoản
HV2_261,"Phạm tội cản trở giao thông đường bộ",Hành vi chính
OR2_261,"Thuộc một trong các trường hợp Khoản 2 Điều 261",Node Logic OR
P2A_261,"Điểm a: Tại đèo, dốc, đường cao tốc hoặc đoạn đường nguy hiểm",Điểm
P2B_261,"Điểm b: Làm chết 02 người",Điểm
P2C_261,"Điểm c: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2D_261,"Điểm d: Gây thiệt hại tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP2_261,"Phạt tiền từ 100-300 triệu đồng hoặc phạt tù từ 02 năm đến 07 năm",Hình phạt
K3_261,"Khoản 3 Điều 261",Khoản
HV3_261,"Phạm tội cản trở giao thông đường bộ",Hành vi chính
OR3_261,"Thuộc một trong các trường hợp Khoản 3 Điều 261",Node Logic OR
P3A_261,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_261,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_261,"Điểm c: Gây thiệt hại tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_261,"Phạt tù từ 05 năm đến 10 năm",Hình phạt
K4_261,"Khoản 4 Điều 261",Khoản
HV4_261,"Cản trở giao thông có khả năng thực tế dẫn đến hậu quả nếu không ngăn chặn kịp thời",Hành vi chính
OR4_261,"Một trong các điểm a, b, c Khoản 3 Điều 261",Node Logic OR
HP4_261,"Phạt tiền từ 5-20 triệu đồng hoặc phạt cải tạo không giam giữ đến 01 năm",Hình phạt
D262,"Điều 262. Tội đưa vào sử dụng phương tiện giao thông không bảo đảm an toàn",Điều
K1_262,"Khoản 1 Điều 262",Khoản
HV1_262,"Cho phép đưa vào sử dụng phương tiện giao thông không bảo đảm tiêu chuẩn an toàn kỹ thuật gây thiệt hại",Hành vi chính
OR1_262,"Thuộc một trong các trường hợp Khoản 1 Điều 262",Node Logic OR
P1A_262,"Điểm a: Làm chết người",Điểm
P1B_262,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_262,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_262,"Điểm d: Gây thiệt hại tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
HP1_262,"Phạt tiền từ 20-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",Hình phạt
K2_262,"Khoản 2 Điều 262",Khoản
HV2_262,"Phạm tội đưa phương tiện không an toàn vào sử dụng",Hành vi chính
OR2_262,"Thuộc một trong các trường hợp Khoản 2 Điều 262",Node Logic OR
P2A_262,"Điểm a: Làm chết 02 người",Điểm
P2B_262,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2C_262,"Điểm c: Gây thiệt hại tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP2_262,"Phạt tù từ 02 năm đến 07 năm",Hình phạt
K3_262,"Khoản 3 Điều 262",Khoản
HV3_262,"Phạm tội đưa phương tiện không an toàn vào sử dụng",Hành vi chính
OR3_262,"Thuộc một trong các trường hợp Khoản 3 Điều 262",Node Logic OR
P3A_262,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_262,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_262,"Điểm c: Gây thiệt hại tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_262,"Phạt tù từ 05 năm đến 10 năm",Hình phạt
K4_262,"Khoản 4 Điều 262",Khoản
HV4_262,"Người phạm tội đưa phương tiện không an toàn vào sử dụng",Hành vi chính
HP4_262,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm",Hình phạt
D263,"Điều 263. Tội điều động người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ",Điều
K1_263,"Khoản 1 Điều 263",Khoản
HV1_263,"Người có thẩm quyền điều động người không đủ điều kiện điều khiển phương tiện tham gia giao thông gây thiệt hại",Hành vi chính
OR1_263,"Thuộc một trong các trường hợp Khoản 1 Điều 263",Node Logic OR
P1A_263,"Điểm a: Làm chết người",Điểm
P1B_263,"Điểm b: Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên",Điểm
P1C_263,"Điểm c: Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương 61% đến 121%",Điểm
P1D_263,"Điểm d: Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng",Điểm
HP1_263,"Phạt tiền từ 20-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 03 năm",Hình phạt
K2_263,"Khoản 2 Điều 263",Khoản
HV2_263,"Phạm tội điều động người không đủ điều kiện điều khiển phương tiện",Hành vi chính
OR2_263,"Thuộc một trong các trường hợp Khoản 2 Điều 263",Node Logic OR
P2A_263,"Điểm a: Làm chết 02 người",Điểm
P2B_263,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2C_263,"Điểm c: Gây thiệt hại về tài sản từ 500 triệu đồng đến dưới 1.5 tỷ đồng",Điểm
HP2_263,"Phạt tù từ 02 năm đến 07 năm",Hình phạt
K3_263,"Khoản 3 Điều 263",Khoản
HV3_263,"Phạm tội điều động người không đủ điều kiện điều khiển phương tiện",Hành vi chính
OR3_263,"Thuộc một trong các trường hợp Khoản 3 Điều 263",Node Logic OR
P3A_263,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_263,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_263,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_263,"Phạt tù từ 05 năm đến 12 năm",Hình phạt
K4_263,"Khoản 4 Điều 263",Khoản
HV4_263,"Người phạm tội điều động người không đủ điều kiện điều khiển phương tiện",Hành vi chính
HP4_263,"Phạt tiền từ 10-30 triệu đồng, cấm đảm nhiệm chức vụ, hành nghề hoặc công việc nhất định từ 01-05 năm",Hình phạt
D264,"Điều 264. Tội giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ",Điều
K1_264,"Khoản 1 Điều 264",Khoản
HV1_264,"Giao phương tiện cho người biết rõ không đủ điều kiện điều khiển tham gia giao thông gây thiệt hại",Hành vi chính
OR1_264,"Thuộc một trong các trường hợp Khoản 1 Điều 264",Node Logic OR
P1A_264,"Điểm a: Làm chết người",Điểm
P1B_264,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_264,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_264,"Điểm d: Gây thiệt hại tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
HP1_264,"Phạt tiền từ 10-50 triệu đồng hoặc phạt cải tạo không giam giữ đến 03 năm",Hình phạt
K2_264,"Khoản 2 Điều 264",Khoản
HV2_264,"Phạm tội giao xe cho người không đủ điều kiện",Hành vi chính
OR2_264,"Thuộc một trong các trường hợp Khoản 2 Điều 264",Node Logic OR
P2A_264,"Điểm a: Làm chết 02 người",Điểm
P2B_264,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2C_264,"Điểm c: Gây thiệt hại tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP2_264,"Phạt tiền từ 50-200 triệu đồng hoặc phạt tù từ 06 tháng đến 03 năm",Hình phạt
K3_264,"Khoản 3 Điều 264",Khoản
HV3_264,"Phạm tội giao xe cho người không đủ điều kiện",Hành vi chính
OR3_264,"Thuộc một trong các trường hợp Khoản 3 Điều 264",Node Logic OR
P3A_264,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_264,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_264,"Điểm c: Gây thiệt hại tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_264,"Phạt tù từ 02 năm đến 07 năm",Hình phạt
K4_264,"Khoản 4 Điều 264",Khoản
HV4_264,"Người phạm tội giao xe cho người không đủ điều kiện",Hành vi chính
HP4_264,"Phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng",Hình phạt
D265,"Điều 265. Tội tổ chức đua xe trái phép",Điều
K1_265,"Khoản 1 Điều 265",Khoản
HV1_265,"Tổ chức trái phép việc đua xe ô tô, xe máy hoặc các loại xe khác có gắn động cơ",Hành vi chính
HP1_265,"Phạt tiền từ 30-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm",Hình phạt
K2_265,"Khoản 2 Điều 265",Khoản
HV2_265,"Phạm tội tổ chức đua xe trái phép",Hành vi chính
OR2_265,"Thuộc một trong các trường hợp Khoản 2 Điều 265",Node Logic OR
P2A_265,"Điểm a: Tổ chức cho 10 xe tham gia trở lên cùng lúc hoặc tổ chức 02 cuộc đua xe trở lên cùng lúc",Điểm
P2B_265,"Điểm b: Tổ chức cá cược",Điểm
P2C_265,"Điểm c: Chống lại người có trách nhiệm bảo đảm trật tự hoặc giải tán cuộc đua",Điểm
P2D_265,"Điểm d: Tại nơi tập trung đông dân cư",Điểm
P2DD_265,"Điểm đ: Tháo dỡ thiết bị an toàn khỏi phương tiện đua",Điểm
P2E_265,"Điểm e: Làm chết người",Điểm
P2G_265,"Điểm g: Gây thương tích hoặc tổn hại sức khỏe của người khác tỷ lệ 61% trở lên",Điểm
P2H_265,"Điểm h: Gây thương tích hoặc tổn hại sức khỏe của 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P2I_265,"Điểm i: Gây thiệt hại tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
P2K_265,"Điểm k: Tái phạm về tội này hoặc tội đua xe trái phép",Điểm
HP2_265,"Phạt tiền từ 100-500 triệu đồng hoặc phạt tù từ 04 năm đến 10 năm",Hình phạt
K3_265,"Khoản 3 Điều 265",Khoản
HV3_265,"Phạm tội tổ chức đua xe trái phép",Hành vi chính
OR3_265,"Thuộc một trong các trường hợp Khoản 3 Điều 265",Node Logic OR
P3A_265,"Điểm a: Làm chết 02 người",Điểm
P3B_265,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P3C_265,"Điểm c: Gây thiệt hại tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
P3D_265,"Điểm d: Tái phạm nguy hiểm",Điểm
HP3_265,"Phạt tù từ 08 năm đến 15 năm",Hình phạt
K4_265,"Khoản 4 Điều 265",Khoản
HV4_265,"Phạm tội tổ chức đua xe trái phép",Hành vi chính
OR4_265,"Thuộc một trong các trường hợp Khoản 4 Điều 265",Node Logic OR
P4A_265,"Điểm a: Làm chết 03 người trở lên",Điểm
P4B_265,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P4C_265,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP4_265,"Phạt tù từ 12 năm đến 20 năm hoặc tù chung thân",Hình phạt
K5_265,"Khoản 5 Điều 265",Khoản
HV5_265,"Người phạm tội tổ chức đua xe trái phép",Hành vi chính
HP5_265,"Phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng",Hình phạt
D266,"Điều 266. Tội đua xe trái phép",Điều
K1_266,"Khoản 1 Điều 266",Khoản
HV1_266,"Đua trái phép xe ô tô, xe máy hoặc xe gắn động cơ gây thiệt hại hoặc đã bị xử lý mà còn vi phạm",Hành vi chính
OR1_266,"Thuộc một trong các trường hợp Khoản 1 Điều 266",Node Logic OR
P1A_266,"Điểm a: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ từ 31% đến 60%",Điểm
P1B_266,"Điểm b: Gây thiệt hại về tài sản từ 50 triệu đến dưới 100 triệu đồng",Điểm
HP1_266,"Phạt tiền từ 10-50 triệu đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 06 tháng đến 03 năm",Hình phạt
K2_266,"Khoản 2 Điều 266",Khoản
HV2_266,"Phạm tội đua xe trái phép",Hành vi chính
OR2_266,"Thuộc một trong các trường hợp Khoản 2 Điều 266",Node Logic OR
P2A_266,"Điểm a: Làm chết người",Điểm
P2B_266,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P2C_266,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P2D_266,"Điểm d: Gây thiệt hại về tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
P2DD_266,"Điểm đ: Bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn",Điểm
P2E_266,"Điểm e: Tham gia cá cược",Điểm
P2G_266,"Điểm g: Chống lại người có trách nhiệm bảo đảm trật tự hoặc giải tán cuộc đua",Điểm
P2H_266,"Điểm h: Tại nơi tập trung đông dân cư",Điểm
P2I_266,"Điểm i: Tháo dỡ thiết bị an toàn khỏi phương tiện đua",Điểm
P2K_266,"Điểm k: Tái phạm nguy hiểm",Điểm
HP2_266,"Phạt tiền từ 50-150 triệu đồng hoặc phạt tù từ 03 năm đến 10 năm",Hình phạt
K3_266,"Khoản 3 Điều 266",Khoản
HV3_266,"Phạm tội đua xe trái phép",Hành vi chính
OR3_266,"Thuộc một trong các trường hợp Khoản 3 Điều 266",Node Logic OR
P3A_266,"Điểm a: Làm chết 02 người",Điểm
P3B_266,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P3C_266,"Điểm c: Gây thiệt hại về tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP3_266,"Phạt tù từ 07 năm đến 15 năm",Hình phạt
K4_266,"Khoản 4 Điều 266",Khoản
HV4_266,"Phạm tội đua xe trái phép",Hành vi chính
OR4_266,"Thuộc một trong các trường hợp Khoản 4 Điều 266",Node Logic OR
P4A_266,"Điểm a: Làm chết 03 người trở lên",Điểm
P4B_266,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P4C_266,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP4_266,"Phạt tù từ 12 năm đến 20 năm",Hình phạt
K5_266,"Khoản 5 Điều 266",Khoản
HV5_266,"Người phạm tội đua xe trái phép",Hành vi chính
HP5_266,"Phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng",Hình phạt
D267,"Điều 267. Tội vi phạm quy định về điều khiển phương tiện giao thông đường sắt",Điều
K1_267,"Khoản 1 Điều 267",Khoản
HV1_267,"Chỉ huy, điều khiển phương tiện giao thông đường sắt vi phạm quy định an toàn gây thiệt hại",Hành vi chính
OR1_267,"Thuộc một trong các trường hợp Khoản 1 Điều 267",Node Logic OR
P1A_267,"Điểm a: Làm chết người",Điểm
P1B_267,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_267,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_267,"Điểm d: Gây thiệt hại về tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
HP1_267,"Phạt tiền từ 50-200 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01-05 năm",Hình phạt
K2_267,"Khoản 2 Điều 267",Khoản
HV2_267,"Phạm tội vi phạm quy định điều khiển phương tiện giao thông đường sắt",Hành vi chính
OR2_267,"Thuộc một trong các trường hợp Khoản 2 Điều 267",Node Logic OR
P2A_267,"Điểm a: Không có giấy phép, bằng hoặc chứng chỉ chuyên môn tương ứng",Điểm
P2B_267,"Điểm b: Sử dụng rượu, bia vượt mức, ma túy hoặc chất kích thích mạnh",Điểm
P2C_267,"Điểm c: Bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn",Điểm
P2D_267,"Điểm d: Không chấp hành hiệu lệnh của người chỉ huy hoặc người có thẩm quyền",Điểm
P2DD_267,"Điểm đ: Làm chết 02 người",Điểm
P2E_267,"Điểm e: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2G_267,"Điểm g: Gây thiệt hại về tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP2_267,"Phạt tù từ 03 năm đến 10 năm",Hình phạt
K3_267,"Khoản 3 Điều 267",Khoản
HV3_267,"Phạm tội vi phạm quy định điều khiển phương tiện giao thông đường sắt",Hành vi chính
OR3_267,"Thuộc một trong các trường hợp Khoản 3 Điều 267",Node Logic OR
P3A_267,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_267,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_267,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_267,"Phạt tù từ 07 năm đến 15 năm",Hình phạt
K4_267,"Khoản 4 Điều 267",Khoản
HV4_267,"Vi phạm quy định điều khiển phương tiện đường sắt có khả năng thực tế dẫn đến hậu quả nếu không ngăn chặn",Hành vi chính
OR4_267,"Một trong các điểm a, b, c Khoản 3 Điều 267",Node Logic OR
HP4_267,"Phạt tiền từ 10-50 triệu đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 01 năm",Hình phạt
K5_267,"Khoản 5 Điều 267",Khoản
HV5_267,"Người phạm tội vi phạm quy định điều khiển phương tiện giao thông đường sắt",Hành vi chính
HP5_267,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm",Hình phạt
D268,"Điều 268. Tội cản trở giao thông đường sắt",Điều
K1_268,"Khoản 1 Điều 268",Khoản
HV1_268,"Đặt chướng ngại vật, phá hoại, lấn chiếm hành lang an toàn đường sắt... gây thiệt hại hoặc đã bị xử lý mà còn vi phạm",Hành vi chính
OR1_268,"Thuộc một trong các trường hợp Khoản 1 Điều 268",Node Logic OR
P1A_268,"Điểm a: Làm chết người",Điểm
P1B_268,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_268,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_268,"Điểm d: Gây thiệt hại về tài sản từ 100 triệu đến dưới 500 triệu đồng",Điểm
HP1_268,"Phạt tiền từ 30-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 03 năm",Hình phạt
K2_268,"Khoản 2 Điều 268",Khoản
HV2_268,"Phạm tội cản trở giao thông đường sắt",Hành vi chính
OR2_268,"Thuộc một trong các trường hợp Khoản 2 Điều 268",Node Logic OR
P2A_268,"Điểm a: Làm chết 02 người",Điểm
P2B_268,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2C_268,"Điểm c: Gây thiệt hại về tài sản từ 500 triệu đến dưới 1.5 tỷ đồng",Điểm
HP2_268,"Phạt tù từ 03 năm đến 10 năm",Hình phạt
K3_268,"Khoản 3 Điều 268",Khoản
HV3_268,"Phạm tội cản trở giao thông đường sắt",Hành vi chính
OR3_268,"Thuộc một trong các trường hợp Khoản 3 Điều 268",Node Logic OR
P3A_268,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_268,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_268,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_268,"Phạt tù từ 07 năm đến 15 năm",Hình phạt
K4_268,"Khoản 4 Điều 268",Khoản
HV4_268,"Cản trở giao thông đường sắt có khả năng thực tế dẫn đến hậu quả nếu không ngăn chặn kịp thời",Hành vi chính
OR4_268,"Một trong các điểm a, b, c Khoản 3 Điều 268",Node Logic OR
HP4_268,"Phạt tiền từ 10-50 triệu đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 01 năm",Hình phạt
D269,"Điều 269. Tội đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Điều
K1_269,"Khoản 1 Điều 269",Khoản
HV1_269,"Cho phép đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn gây thiệt hại hoặc đã bị xử lý mà còn vi phạm",Hành vi chính
OR1_269,"Thuộc một trong các trường hợp Khoản 1 Điều 269",Node Logic OR
P1A_269,"Điểm a: Làm chết người",Điểm
P1B_269,"Điểm b: Gây thương tích hoặc gây tổn hại sức khỏe 01 người tỷ lệ 61% trở lên",Điểm
P1C_269,"Điểm c: Gây thương tích hoặc gây tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 61% đến 121%",Điểm
P1D_269,"Điểm d: Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng",Điểm
HP1_269,"Phạt tiền từ 20-100 triệu đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01-05 năm",Hình phạt
K2_269,"Khoản 2 Điều 269",Khoản
HV2_269,"Phạm tội đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Hành vi chính
OR2_269,"Thuộc một trong các trường hợp Khoản 2 Điều 269",Node Logic OR
P2A_269,"Điểm a: Làm chết 02 người",Điểm
P2B_269,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 02 người trở lên tổng tỷ lệ 122% đến 200%",Điểm
P2C_269,"Điểm c: Gây thiệt hại về tài sản từ 500 triệu đồng đến dưới 1.5 tỷ đồng",Điểm
HP2_269,"Phạt tù từ 03 năm đến 10 năm",Hình phạt
K3_269,"Khoản 3 Điều 269",Khoản
HV3_269,"Phạm tội đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Hành vi chính
OR3_269,"Thuộc một trong các trường hợp Khoản 3 Điều 269",Node Logic OR
P3A_269,"Điểm a: Làm chết 03 người trở lên",Điểm
P3B_269,"Điểm b: Gây thương tích hoặc tổn hại sức khỏe 03 người trở lên tổng tỷ lệ 201% trở lên",Điểm
P3C_269,"Điểm c: Gây thiệt hại về tài sản 1.5 tỷ đồng trở lên",Điểm
HP3_269,"Phạt tù từ 07 năm đến 15 năm",Hình phạt
K4_269,"Khoản 4 Điều 269",Khoản
HV4_269,"Người phạm tội đưa vào sử dụng phương tiện thiết bị không an toàn",Hành vi chính
