ID,Name,Label
D190_K2_Dc,"Điểm c: Lợi dụng danh nghĩa cơ quan, tổ chức",Điểm
D190_K2_Dd,"Điểm d: Có tính chất chuyên nghiệp",Điểm
D190_K2_Dđ,"Điểm đ: Thuốc BVTV cấm 100-300kg hoặc 100-300 lít",Điểm
D190_K2_De,"Điểm e: Thuốc lá lậu 3.000-4.500 bao",Điểm
D190_K2_Dg,"Điểm g: Pháo nổ 40-120kg",Điểm
D190_K2_Dh,"Điểm h: Hàng hóa khác 300-500tr hoặc thu lợi 200-500tr",Điểm
D190_K2_Di,"Điểm i: Hàng chưa lưu hành 500tr-1 tỷ hoặc thu lợi 300-700tr",Điểm
D190_K2_Dk,"Điểm k: Buôn bán qua biên giới (trừ thuốc lá)",Điểm
D190_K2_Dl,"Điểm l: Tái phạm nguy hiểm",Điểm
D190_K2_HP,"Phạt tiền 1 tỷ-3 tỷ hoặc phạt tù 05-10 năm",Hình phạt
D190_K3,"Khoản 3 Điều 190",Khoản
D190_K3_HV,"Phạm tội thuộc trường hợp khoản 3",Hành vi chính
D190_K3_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D190_K3_Da,"Điểm a: Thuốc BVTV cấm 300kg/lít trở lên",Điểm
D190_K3_Db,"Điểm b: Thuốc lá lậu 4.500 bao trở lên",Điểm
D190_K3_Dc,"Điểm c: Pháo nổ 120kg trở lên",Điểm
D190_K3_Dd,"Điểm d: Hàng hóa khác 500tr trở lên hoặc thu lợi 500tr trở lên",Điểm
D190_K3_Dđ,"Điểm đ: Hàng chưa lưu hành 1 tỷ trở lên hoặc thu lợi 700tr trở lên",Điểm
D190_K3_HP,"Phạt tù từ 08 năm đến 15 năm",Hình phạt
D190_K4,"Khoản 4 Điều 190",Khoản
D190_K4_HV,"Người phạm tội",Hành vi chính
D190_K4_HP,"Phạt 20-100 triệu, cấm đảm nhiệm/hành nghề 01-05 năm",Hình phạt
D190_K5,"Khoản 5 Điều 190",Khoản
D190_K5_HV,"Pháp nhân thương mại phạm tội",Hành vi chính
D190_K5_OR_a,"Điều kiện điểm a (OR)",Node Logic OR
D190_K5_Da,"Điểm a: Phạm tội thuộc khoản 1",Điểm
D190_K5_HP_a,"Phạt tiền 1 tỷ - 3 tỷ",Hình phạt
D190_K5_OR_b,"Điều kiện điểm b (OR)",Node Logic OR
D190_K5_Db,"Điểm b: Phạm tội thuộc điểm a, d, đ, e, g, h, i, k, l khoản 2",Điểm
D190_K5_HP_b,"Phạt tiền 3 tỷ - 6 tỷ",Hình phạt
D190_K5_OR_c,"Điều kiện điểm c (OR)",Node Logic OR
D190_K5_Dc,"Điểm c: Phạm tội thuộc khoản 3",Điểm
D190_K5_HP_c,"Phạt tiền 6 tỷ - 9 tỷ hoặc đình chỉ hoạt động 06 tháng - 03 năm",Hình phạt
D190_K5_OR_d,"Điều kiện điểm d (OR)",Node Logic OR
D190_K5_Dd,"Điểm d: Phạm tội thuộc Điều 79",Điểm
D190_K5_HP_d,"Đình chỉ hoạt động vĩnh viễn",Hình phạt
D190_K5_OR_đ,"Hình phạt bổ sung pháp nhân (OR)",Node Logic OR
D190_K5_Dđ,"Điểm đ: Hình phạt bổ sung",Điểm
D190_K5_HP_đ,"Phạt 50-200 triệu, cấm kinh doanh/huy động vốn 01-03 năm",Hình phạt
D191,"Điều 191: Tội tàng trữ, vận chuyển hàng cấm",Điều
D191_K1,"Khoản 1 Điều 191",Khoản
D191_K1_HV,"Tàng trữ, vận chuyển hàng cấm",Hành vi chính
D191_K1_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D191_K1_Da,"Điểm a: Thuốc BVTV cấm 50-100kg hoặc 50-100 lít",Điểm
D191_K1_Db,"Điểm b: Thuốc lá lậu 1.500-3.000 bao",Điểm
D191_K1_Dc,"Điểm c: Pháo nổ 06-40kg",Điểm
D191_K1_Dd,"Điểm d: Hàng hóa khác 100-300tr hoặc thu lợi 50-200tr",Điểm
D191_K1_Dđ,"Điểm đ: Hàng chưa được lưu hành 200-500tr hoặc thu lợi 100-300tr",Điểm
D191_K1_De,"Điểm e: Dưới mức quy định nhưng đã bị xử phạt/kết án",Điểm
D191_K1_HP,"Phạt tiền 50-300 triệu hoặc phạt tù 06 tháng - 03 năm",Hình phạt
D191_K2,"Khoản 2 Điều 191",Khoản
D191_K2_HV,"Phạm tội thuộc trường hợp khoản 2",Hành vi chính
D191_K2_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D191_K2_Da,"Điểm a: Có tổ chức",Điểm
D191_K2_Db,"Điểm b: Lợi dụng chức vụ, quyền hạn",Điểm
D191_K2_Dc,"Điểm c: Lợi dụng danh nghĩa cơ quan, tổ chức",Điểm
D191_K2_Dd,"Điểm d: Có tính chất chuyên nghiệp",Điểm
D191_K2_Dđ,"Điểm đ: Thuốc BVTV cấm 100-300kg hoặc 100-300 lít",Điểm
D191_K2_De,"Điểm e: Thuốc lá lậu 3.000-4.500 bao",Điểm
D191_K2_Dg,"Điểm g: Pháo nổ 40-120kg",Điểm
D191_K2_Dh,"Điểm h: Hàng hóa khác 300-500tr hoặc thu lợi 200-500tr",Điểm
D191_K2_Di,"Điểm i: Hàng chưa lưu hành 500tr-1 tỷ hoặc thu lợi 300-700tr",Điểm
D191_K2_Dk,"Điểm k: Vận chuyển qua biên giới (trừ thuốc lá)",Điểm
D191_K2_Dl,"Điểm l: Tái phạm nguy hiểm",Điểm
D191_K2_HP,"Phạt tiền 300tr-1 tỷ hoặc phạt tù 02-05 năm",Hình phạt
D191_K3,"Khoản 3 Điều 191",Khoản
D191_K3_HV,"Phạm tội thuộc trường hợp khoản 3",Hành vi chính
D191_K3_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D191_K3_Da,"Điểm a: Thuốc BVTV cấm 300kg/lít trở lên",Điểm
D191_K3_Db,"Điểm b: Thuốc lá lậu 4.500 bao trở lên",Điểm
D191_K3_Dc,"Điểm c: Pháo nổ 120kg trở lên",Điểm
D191_K3_Dd,"Điểm d: Hàng hóa khác 500tr trở lên hoặc thu lợi 500tr trở lên",Điểm
D191_K3_Dđ,"Điểm đ: Hàng chưa lưu hành 1 tỷ trở lên hoặc thu lợi 700tr trở lên",Điểm
D191_K3_HP,"Phạt tù từ 05 năm đến 10 năm",Hình phạt
D191_K4,"Khoản 4 Điều 191",Khoản
D191_K4_HV,"Người phạm tội",Hành vi chính
D191_K4_HP,"Phạt 10-50 triệu, cấm đảm nhiệm/hành nghề 01-05 năm",Hình phạt
D191_K5,"Khoản 5 Điều 191",Khoản
D191_K5_HV,"Pháp nhân thương mại phạm tội",Hành vi chính
D191_K5_OR_a,"Điều kiện điểm a (OR)",Node Logic OR
D191_K5_Da,"Điểm a: Phạm tội thuộc khoản 1",Điểm
D191_K5_HP_a,"Phạt tiền 300 triệu - 1 tỷ",Hình phạt
D191_K5_OR_b,"Điều kiện điểm b (OR)",Node Logic OR
D191_K5_Db,"Điểm b: Phạm tội thuộc điểm a, d, đ, e, g, h, i, k, l khoản 2",Điểm
D191_K5_HP_b,"Phạt tiền 1 tỷ - 3 tỷ",Hình phạt
D191_K5_OR_c,"Điều kiện điểm c (OR)",Node Logic OR
D191_K5_Dc,"Điểm c: Phạm tội thuộc khoản 3",Điểm
D191_K5_HP_c,"Phạt tiền 3 tỷ - 5 tỷ hoặc đình chỉ hoạt động 06 tháng - 03 năm",Hình phạt
D191_K5_OR_d,"Điều kiện điểm d (OR)",Node Logic OR
D191_K5_Dd,"Điểm d: Phạm tội thuộc Điều 79",Điểm
D191_K5_HP_d,"Đình chỉ hoạt động vĩnh viễn",Hình phạt
D191_K5_OR_đ,"Hình phạt bổ sung pháp nhân (OR)",Node Logic OR
D191_K5_Dđ,"Điểm đ: Hình phạt bổ sung",Điểm
D191_K5_HP_đ,"Phạt 50-200 triệu, cấm kinh doanh/huy động vốn 01-03 năm",Hình phạt
D192,"Điều 192: Tội sản xuất, buôn bán hàng giả",Điều
D192_K1,"Khoản 1 Điều 192",Khoản
D192_K1_HV,"Sản xuất, buôn bán hàng giả",Hành vi chính
D192_K1_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D192_K1_Da,"Điểm a: Hàng giả trị giá 30-150tr hoặc dưới 30tr nhưng bị xử phạt/kết án",Điểm
D192_K1_Db,"Điểm b: Gây thương tích 31-60%",Điểm
D192_K1_Dc,"Điểm c: Thu lợi bất chính 50-100tr",Điểm
D192_K1_Dd,"Điểm d: Gây thiệt hại tài sản 100-500tr",Điểm
D192_K1_HP,"Phạt tiền 200tr-2 tỷ hoặc phạt tù 01-05 năm",Hình phạt
D192_K2,"Khoản 2 Điều 192",Khoản
D192_K2_HV,"Phạm tội thuộc trường hợp khoản 2",Hành vi chính
D192_K2_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D192_K2_Da,"Điểm a: Có tổ chức",Điểm
D192_K2_Db,"Điểm b: Có tính chất chuyên nghiệp",Điểm
D192_K2_Dc,"Điểm c: Lợi dụng chức vụ, quyền hạn",Điểm
D192_K2_Dd,"Điểm d: Lợi dụng danh nghĩa cơ quan, tổ chức",Điểm
D192_K2_Dđ,"Điểm đ: Hàng giả trị giá 150-500tr",Điểm
D192_K2_De,"Điểm e: Thu lợi bất chính 100-500tr",Điểm
D192_K2_Dg,"Điểm g: Làm chết người",Điểm
D192_K2_Dh,"Điểm h: Gây thương tích 61% trở lên",Điểm
D192_K2_Di,"Điểm i: Gây thương tích 2 người trở lên (61%-121%)",Điểm
D192_K2_Dk,"Điểm k: Gây thiệt hại tài sản 500tr-1.5 tỷ",Điểm
D192_K2_Dl,"Điểm l: Buôn bán qua biên giới",Điểm
D192_K2_Dm,"Điểm m: Tái phạm nguy hiểm",Điểm
D192_K2_HP,"Phạt tù từ 05 năm đến 10 năm",Hình phạt
D192_K3,"Khoản 3 Điều 192",Khoản
D192_K3_HV,"Phạm tội thuộc trường hợp khoản 3",Hành vi chính
D192_K3_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D192_K3_Da,"Điểm a: Hàng giả trị giá 500tr trở lên",Điểm
D192_K3_Db,"Điểm b: Thu lợi bất chính 500tr trở lên",Điểm
D192_K3_Dc,"Điểm c: Làm chết 02 người trở lên",Điểm
D192_K3_Dd,"Điểm d: Gây thương tích 2 người trở lên (122% trở lên)",Điểm
D192_K3_Dđ,"Điểm đ: Gây thiệt hại tài sản 1.5 tỷ trở lên",Điểm
D192_K3_HP,"Phạt tù từ 07 năm đến 15 năm",Hình phạt
D192_K4,"Khoản 4 Điều 192",Khoản
D192_K4_HV,"Người phạm tội",Hành vi chính
D192_K4_HP,"Phạt 40-100tr, cấm đảm nhiệm/hành nghề 01-05 năm, tịch thu tài sản",Hình phạt
D192_K5,"Khoản 5 Điều 192",Khoản
D192_K5_HV,"Pháp nhân thương mại phạm tội",Hành vi chính
D192_K5_OR_a,"Điều kiện điểm a (OR)",Node Logic OR
D192_K5_Da,"Điểm a: Phạm tội thuộc khoản 1",Điểm
D192_K5_HP_a,"Phạt tiền 2 tỷ - 6 tỷ",Hình phạt
D192_K5_OR_b,"Điều kiện điểm b (OR)",Node Logic OR
D192_K5_Db,"Điểm b: Phạm tội thuộc điểm a, b, đ, e, g, h, i, k, l, m khoản 2",Điểm
D192_K5_HP_b,"Phạt tiền 6 tỷ - 12 tỷ",Hình phạt
D192_K5_OR_c,"Điều kiện điểm c (OR)",Node Logic OR
D192_K5_Dc,"Điểm c: Phạm tội thuộc khoản 3",Điểm
D192_K5_HP_c,"Phạt tiền 12 tỷ - 18 tỷ hoặc đình chỉ hoạt động 06 tháng - 03 năm",Hình phạt
D192_K5_OR_d,"Điều kiện điểm d (OR)",Node Logic OR
D192_K5_Dd,"Điểm d: Phạm tội thuộc Điều 79",Điểm
D192_K5_HP_d,"Đình chỉ hoạt động vĩnh viễn",Hình phạt
D192_K5_OR_đ,"Hình phạt bổ sung pháp nhân (OR)",Node Logic OR
D192_K5_Dđ,"Điểm đ: Hình phạt bổ sung",Điểm
D192_K5_HP_đ,"Phạt 100-400 triệu, cấm kinh doanh/huy động vốn 01-03 năm",Hình phạt
D193,"Điều 193: Tội sản xuất, buôn bán hàng giả là lương thực, thực phẩm, phụ gia...",Điều
D193_K1,"Khoản 1 Điều 193",Khoản
D193_K1_HV,"Sản xuất, buôn bán hàng giả là lương thực, thực phẩm, phụ gia thực phẩm",Hành vi chính
D193_K1_HP,"Phạt tù từ 02 năm đến 05 năm",Hình phạt
D193_K2,"Khoản 2 Điều 193",Khoản
D193_K2_HV,"Phạm tội thuộc trường hợp khoản 2",Hành vi chính
D193_K2_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D193_K2_Da,"Điểm a: Có tổ chức",Điểm
D193_K2_Db,"Điểm b: Có tính chất chuyên nghiệp",Điểm
D193_K2_Dc,"Điểm c: Tái phạm nguy hiểm",Điểm
D193_K2_Dd,"Điểm d: Lợi dụng chức vụ, quyền hạn",Điểm
D193_K2_Dđ,"Điểm đ: Lợi dụng danh nghĩa cơ quan, tổ chức",Điểm
D193_K2_De,"Điểm e: Buôn bán qua biên giới",Điểm
D193_K2_Dg,"Điểm g: Hàng giả trị giá 150-500tr",Điểm
D193_K2_Dh,"Điểm h: Thu lợi bất chính 100-500tr",Điểm
D193_K2_Di,"Điểm i: Gây thương tích 31-60%",Điểm
D193_K2_Dk,"Điểm k: Gây thiệt hại tài sản 100-500tr",Điểm
D193_K2_HP,"Phạt tù từ 05 năm đến 10 năm",Hình phạt
D193_K3,"Khoản 3 Điều 193",Khoản
D193_K3_HV,"Phạm tội thuộc trường hợp khoản 3",Hành vi chính
D193_K3_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D193_K3_Da,"Điểm a: Hàng giả trị giá 500tr trở lên",Điểm
D193_K3_Db,"Điểm b: Thu lợi bất chính 500tr - 1.5 tỷ",Điểm
D193_K3_Dc,"Điểm c: Gây thiệt hại tài sản 500tr - 1.5 tỷ",Điểm
D193_K3_Dd,"Điểm d: Làm chết người",Điểm
D193_K3_Dđ,"Điểm đ: Gây thương tích 61% trở lên",Điểm
D193_K3_De,"Điểm e: Gây thương tích 2 người trở lên (61%-121%)",Điểm
D193_K3_HP,"Phạt tù từ 10 năm đến 15 năm",Hình phạt
D193_K4,"Khoản 4 Điều 193",Khoản
D193_K4_HV,"Phạm tội thuộc trường hợp khoản 4",Hành vi chính
D193_K4_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D193_K4_Da,"Điểm a: Thu lợi bất chính 1.5 tỷ trở lên",Điểm
D193_K4_Db,"Điểm b: Gây thiệt hại tài sản 1.5 tỷ trở lên",Điểm
D193_K4_Dc,"Điểm c: Làm chết 02 người trở lên",Điểm
D193_K4_Dd,"Điểm d: Gây thương tích 2 người trở lên (122% trở lên)",Điểm
D193_K4_HP,"Phạt tù 15-20 năm hoặc chung thân",Hình phạt
D193_K5,"Khoản 5 Điều 193",Khoản
D193_K5_HV,"Người phạm tội",Hành vi chính
D193_K5_HP,"Phạt 40-200tr, cấm đảm nhiệm/hành nghề 01-05 năm, tịch thu tài sản",Hình phạt
D193_K6,"Khoản 6 Điều 193",Khoản
D193_K6_HV,"Pháp nhân thương mại phạm tội",Hành vi chính
D193_K6_OR_a,"Điều kiện điểm a (OR)",Node Logic OR
D193_K6_Da,"Điểm a: Phạm tội thuộc khoản 1",Điểm
D193_K6_HP_a,"Phạt tiền 2 tỷ - 6 tỷ",Hình phạt
D193_K6_OR_b,"Điều kiện điểm b (OR)",Node Logic OR
D193_K6_Db,"Điểm b: Phạm tội thuộc điểm a, b, c, e, g, h, i, k khoản 2",Điểm
D193_K6_HP_b,"Phạt tiền 6 tỷ - 12 tỷ",Hình phạt
D193_K6_OR_c,"Điều kiện điểm c (OR)",Node Logic OR
D193_K6_Dc,"Điểm c: Phạm tội thuộc khoản 3",Điểm
D193_K6_HP_c,"Phạt tiền 12 tỷ - 18 tỷ",Hình phạt
D193_K6_OR_d,"Điều kiện điểm d (OR)",Node Logic OR
D193_K6_Dd,"Điểm d: Phạm tội thuộc khoản 4",Điểm
D193_K6_HP_d,"Phạt tiền 18 tỷ - 36 tỷ hoặc đình chỉ hoạt động 06 tháng - 03 năm",Hình phạt
D193_K6_OR_đ,"Điều kiện điểm đ (OR)",Node Logic OR
D193_K6_Dđ,"Điểm đ: Phạm tội thuộc Điều 79",Điểm
D193_K6_HP_đ,"Đình chỉ hoạt động vĩnh viễn",Hình phạt
D193_K6_OR_e,"Hình phạt bổ sung pháp nhân (OR)",Node Logic OR
D193_K6_De,"Điểm e: Hình phạt bổ sung",Điểm
D193_K6_HP_e,"Phạt 200-600 triệu, cấm kinh doanh/huy động vốn 01-03 năm",Hình phạt
D194,"Điều 194: Tội sản xuất, buôn bán hàng giả là thuốc chữa bệnh, phòng bệnh",Điều
D194_K1,"Khoản 1 Điều 194",Khoản
D194_K1_HV,"Sản xuất, buôn bán hàng giả là thuốc chữa bệnh, thuốc phòng bệnh",Hành vi chính
D194_K1_HP,"Phạt tù từ 02 năm đến 07 năm",Hình phạt
D194_K2,"Khoản 2 Điều 194",Khoản
D194_K2_HV,"Phạm tội thuộc trường hợp khoản 2",Hành vi chính
D194_K2_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
D194_K2_Da,"Điểm a: Có tổ chức",Điểm
D194_K2_Db,"Điểm b: Có tính chất chuyên nghiệp",Điểm
D194_K2_Dc,"Điểm c: Tái phạm nguy hiểm",Điểm
D194_K2_Dd,"Điểm d: Lợi dụng chức vụ, quyền hạn",Điểm
D194_K2_Dđ,"Điểm đ: Lợi dụng danh nghĩa cơ quan, tổ chức",Điểm
D194_K2_De,"Điểm e: Buôn bán qua biên giới",Điểm
D194_K2_Dg,"Điểm g: Hàng giả trị giá 150-500tr",Điểm
D194_K2_Dh,"Điểm h: Thu lợi bất chính 100-500tr",Điểm
D194_K2_Di,"Điểm i: Gây thương tích 31-60%",Điểm
D194_K2_Dk,"Điểm k: Gây thiệt hại tài sản 100-500tr",Điểm
D194_K2_HP,"Phạt tù từ 05 năm đến 12 năm",Hình phạt
D194_K3,"Khoản 3 Điều 194",Khoản
D194_K3_HV,"Phạm tội thuộc trường hợp khoản 3",Hành vi chính
D194_K3_OR,"Thuộc một trong các trường hợp (OR)",Node Logic OR
